,nickname,score,review,stay_date,sentimental_score_negative,sentimental_score_positive,topic_score_#0,topic_score_#1,topic_score_#2,topic_score_#3,topic_score_#4,topic_score_#5,topic_score_#6,topic_score_#7,topic_score_#8,topic_score_#9,topic_score_#0_negative,topic_score_#1_negative,topic_score_#2_negative,topic_score_#3_negative,topic_score_#4_negative,topic_score_#5_negative,topic_score_#6_negative,topic_score_#7_negative,topic_score_#8_negative,topic_score_#9_negative,topic_score_#0_positive,topic_score_#1_positive,topic_score_#2_positive,topic_score_#3_positive,topic_score_#4_positive,topic_score_#5_positive,topic_score_#6_positive,topic_score_#7_positive,topic_score_#8_positive,topic_score_#9_positive
19,Stellakim790,50,여의도 IFC 몰과 연결되어있어 위치도 매우 좋고 호텔 직원들이 매우 친절했습니다 체크인하는 순간부터 체크아웃까지 직원들이 항상 웃는 얼굴로 맞이해주시고 적극적으로 응대해주시는 모습에 감동적이었습니다 객실도 깨끗하고 침구도 좋고 조식도 만족스러웠습니다 감사합니다 다음에 또 방문하겠습니다,2020-03-01,-3.029726982116699,3.4675710201263428,0.23388039,0.01631268,0.01772323,0.01728788,0.42023864,0.01352397,0.22942767,0.0133524,0.01746017,0.02079295,-0.7085937153143078,-0.04942295326610768,-0.053696555738923735,-0.052377551408506307,-1.2732083583054816,-0.04097393338455735,-0.695103188524655,-0.04045412280102223,-0.05289953466495412,-0.062996955842058,0.8109968478251837,0.05656536099991483,0.061456567426681374,0.059946945860588574,1.4572073430716372,0.04689532252362061,0.7955567240060546,0.04630039099148564,0.06054436405164454,0.0721010241924449
20,Jay Nam,50,인테리어도 멋지고 층고가 높아서 개방감이 있어 시원시원해 보입니다 체크인부터 체크아웃까지 매끄럽게 빠르고 친절합니다 객실은 정비가 잘 되어있고 부족함 없이 그리고 관리가 잘 되어 있습니다 조용한 환경은 휴식에 최적입니다,2020-02-01,-2.9659974575042725,3.4631831645965576,0.4827277,0.01484514,0.0161288,0.28562045,0.02258245,0.01230732,0.11882515,0.01215118,0.0158894,0.01892236,-1.4317691499451968,-0.04403066213335083,-0.04783799324242555,-0.8471495313986566,-0.06697949189904184,-0.036503470919301284,-0.35243510025109615,-0.03604037402148208,-0.04712793287837913,-0.05612367347093139,1.671774466000798,0.05141145601472252,0.05585700432955054,0.9891559372759389,0.07820716370848713,0.042622493022444585,0.41151326772529373,0.04208176788593221,0.055027917611222055,0.06553160071262942
21,heefeel,30,한강뷰가 좋아요 단 앞에 공사중이라 뷰가 좀 가려지긴 하지만 시설도 깔끔하니 좋고 위치도 괜찮아요 다만 가격이 비싸서 좀 아쉬워요,2020-02-01,1.4755312204360962,-1.8781192302703857,0.07151878,0.03225632,0.03504553,0.03418467,0.04906835,0.02674199,0.45366517,0.22187829,0.03452535,0.04111551,0.10552819096828614,0.04759520739182399,0.05171076910967454,0.05044054520872132,0.0724018828691908,0.03945864784767816,0.6693971176704885,0.3273883442922454,0.05094322593547629,0.060667220432734315,-0.13432079379154516,-0.06058121511307135,-0.06581967804669553,-0.06420288275149044,-0.09215621238039429,-0.05022465421049427,-0.8520372744217113,-0.4167138835597939,-0.06484271627485416,-0.07721983226359352
22,jyckyc07,50,콘래드 서울은 외관의 보여지는 분위기 만큼 객실 및 레스토랑의 분위기도 방문했을 때 언제나 따뜻하게 느껴집니다 호텔 직원들 또한 그 분위처럼 전반적으로 따뜻하고 친절하였습니다 힐튼 호텔을 개인적으로 좋아하는데 특히 콘래드가 한국 서울에 위치하여 너무 좋습니다 다음에도 방문하겠습니다,2020-02-01,-2.9885523319244385,3.4508910179138184,0.5726903,0.01484514,0.0161288,0.01573262,0.02258245,0.01230732,0.02886255,0.01215118,0.0158894,0.28881016,-1.7115149557249225,-0.04436549251310784,-0.048201776403252516,-0.04701774679036674,-0.06748883624277591,-0.036781060908598784,-0.08625723252882533,-0.036314442398733604,-0.047486316397914674,-0.8631242883177279,1.976291840247967,0.051228977315655566,0.0556587466983931,0.05429154388504287,0.07792957690979474,0.04247120967665685,0.09960150464293527,0.041932403778133676,0.05483260272235402,0.9966523999199666
23,Jay Nam,40,여의도 IFC mall에 연결되어있어 교통편도 좋고 쇼핑 gourmet 모두에 만족합니다 앞 더 높은 건물에 약간 가려 전망이 아쉽지만 그래도 한강이 보이고 서울 시내가 파노라마처럼 보여 시원해보입니다 호텔 어디나 직원분들이 친절하시고gym pool모두 시설이 좋고 넓어서 마음이 탁 트입니다,2020-01-01,-2.999828577041626,3.460876941680908,0.02789557,0.31755877,0.01366934,0.01333357,0.01913888,0.01043059,0.48192734,0.01029826,0.08971078,0.01603691,-0.08368192187527468,-0.9526218593711064,-0.04100569055020453,-0.03999842775013396,-0.057413364966246494,-0.031289982706155905,-1.4456993923773638,-0.030893027279801588,-0.2691169599770422,-0.04810799488922557,0.09654312785408958,1.0990318088408912,0.04730791952214153,0.046145848920622345,0.0662373151841722,0.03609898928295552,1.6678912021750136,0.03564102515378531,0.31047796815053985,0.05550178816778217
24,dltnruddl,50,깊이있는 서비스를 느끼고 멋진 추억을 만들수 있는곳 74세 엄마의 생신을 함께 하며 엄마의 표정을 보는것만으로도 행복했네요,2020-01-01,-2.9931352138519287,3.4525206089019775,0.07151878,0.03225632,0.03504553,0.03418467,0.44001946,0.02674199,0.06271408,0.02640274,0.03452535,0.23659107,-0.21406537528085323,-0.09654752761717234,-0.10489600071748306,-0.10231933420256123,-1.3170377361131855,-0.08004240556086772,-0.1877117138661415,-0.0790269591110877,-0.103339028915717,-0.708149065565074,0.2469200577338313,0.11136560997785594,0.1209954039471679,0.11802327151430436,1.51917624890077,0.09232728728928619,0.21652164514851258,0.09115599045682865,0.11919946863218467,0.8168355481313867
25,victorjo38,10,조식을 담당하는 직원들이 심각합니다 일찍부터 내려가서 드시지 않는다면 차라리 근처에서 브런치를 드시기를 추천합니다,2020-01-01,1.2026811838150024,-1.6893486976623535,0.05982454,0.026982,0.02931513,0.02859504,0.04104505,0.02236934,0.2159723,0.34911117,0.02888001,0.19790539,0.07194985452532565,0.032450743819117056,0.03525676067666139,0.03439071386244752,0.049364106127954166,0.026903179906760055,0.2597458266599091,0.41986943470947935,0.034733443927054575,0.23801709047810604,-0.1010645170765816,-0.045582006725260804,-0.049523484306937426,-0.048306989796675026,-0.0693393972740104,-0.0377896092082306,-0.3648525310749733,-0.5897704996636861,-0.04878840631510517,-0.33433121531435006
26,siwon(c1),50,1월 78일 함께 일하는 분의 생일 겸 스테이했어요 인테리어니 룸 컨디션은 역시나 너무 훌륭했고 룸 창소상태 베딩상태도 너무 좋았습니다 힐튼 다이아로 방문했는데 세세하게 여러가지 신경써 주셔서 함께 간 동료들이 감동하며 너무 좋아했어요 그리고 평일 9시전 37그릴바 방문 시 와인이나 안주 가격이 착해서 이것도 참 좋았어요 좋은 추억 만들어주셔서 감사합니다,2020-01-01,-2.731208324432373,3.301546812057495,0.3927651,0.01484514,0.0161288,0.01573262,0.20250767,0.01230732,0.11882515,0.19207641,0.0158894,0.01892236,-1.0727233236961808,-0.04054518342374669,-0.04405112520824339,-0.042969052292690435,-0.5530906468858632,-0.03361384663133249,-0.32453624570464257,-0.5246007030931565,-0.043397273407991044,-0.05168090882671006,1.296732379543002,0.0490119409345231,0.053250003193750395,0.05194196881468116,0.6685885678033543,0.04063318319364373,0.3923068034826507,0.6341492750320654,0.052459612249430965,0.062473059361563
27,Joon K,10,변기에선 지린내가 나고 조식은 가짓수도 적은데 서비스도 엉망이고 체크인 전에 미리 요청했던 사항들은 다 안지켜주고 두번세번 따로 요청해야 했고 두번 다시 안갈 호텔,2020-01-01,2.0271999835968018,-2.591356039047241,0.0401362,0.01810218,0.12936796,0.01918437,0.02753706,0.01500755,0.03519502,0.12451766,0.01937556,0.5715764,0.08136410285559403,0.036696746982233464,0.2622547314165793,0.03889054995003116,0.05582312940787082,0.030423314344580232,0.07134734213437621,0.2524221919496501,0.03927812521862073,1.158699702137838,-0.10400718281499355,-0.046909203667748756,-0.335238450830726,-0.049713527175583305,-0.07135832906477235,-0.03888991712341139,-0.09120282527915524,-0.32266958207926244,-0.050208962022155745,-1.481157998654723
28,azar,50,항상 콘래드는 기대와 실망을 함께 주는 호텔이었다   이번 크리스마스 포숙으로 투숙한 이날은 룸 업그레이드와 서비스로 좋은 기분이었으나  호텔 내 샤워기의 고장으로 아내가 차가운물로 샤워를 해야 하는 불상사가 생겼다  다행이도 아주 차가운 물이 아니어서 큰 어려움은 없었지만 감기에 걸릴뻔해서 걱정이 되었다  지하로 연결되는 ifc몰은 아이들과 가족에게 좋은 볼거리와 쇼핑 다양한 먹거리가 있어서 좋앗다,2019-12-01,1.716537594795227,-2.232903003692627,0.0201963,0.00910891,0.00989656,0.00965346,0.06905714,0.28355497,0.29371318,0.00745591,0.00974967,0.28761393,0.03466771142298142,0.015635793435835543,0.01698781987980702,0.01657053220816518,0.11853918425079701,0.4867327682869629,0.5041697193519887,0.012798350772836087,0.01673566957778594,0.4937001207446272,-0.04509638309247688,-0.020339321570268076,-0.022098061907193767,-0.021555246592086075,-0.15419790476564188,-0.6331507469448923,-0.6558330467828881,-0.016648325075796944,-0.021770060255221768,-0.642214004445151
29,songmi and jamie,40,몇가지 불편한것들빼고는 전반적으로 괜찮은스테이었습니다  불편했었던것들 조식제스트 자리가있는데도 안들여보내주고 기다리게해서 마감30분전쯤에 들어왔는데 자리텅텅비어있음 마감도 15분전에 마감한다고알려서 마음이급했음 20분기다리고 금방앉았는데실망이었다그점은 음식맛도별로 쌀국수맛은 최악이었다  주차정말불편했다 호텔고개을 지하 7층까지내려보내는 클라쓰  방음밤에잘때 옆방들문여는소리에 우리방열리는건줄알고 몇번을움찔했다  침구류다른특급호텔침구류에비하면 너무별로였다개인적일수도있음  이 이외의것들은 모두만족이었습니다 정말친절한서비스에 감사드립니다,2019-12-01,0.04603741317987442,0.40536975860595703,0.15219353,0.00746141,0.0081066,0.05312416,0.01135031,0.14183593,0.19537355,0.00610738,0.18885304,0.23559412,0.007006596488089989,0.0003435042087433955,0.00037320700214064917,0.002445699055667966,0.0005225389728292229,0.006529759219395359,0.008994492848411917,0.0002811681762616841,0.008694305448295858,0.010846144011011694,0.06169465508257588,0.0030246316758586467,0.0032861714401004605,0.02153492925298295,0.004601072967552966,0.057495995880117334,0.07919852882476164,0.002475748915204079,0.0765553113736388,0.09550273301348966
30,cowzero,50,아버지의 환갑으로 콘래드 호텔에 가족과 함께 방문하였습니다 군더더기없는 깔끔한 2 QUEEN BEDS PREMIUM ROOM에서 미리 준비한 풍선으로 가득 꾸며놓고 환갑 파티를 했어요 그런데 가족 모두 함께 사진을 찍고싶은데 삼각대가 없어 고민하던중 프론트에 요청을 하였고 감사하게도 와주시더군요 사진도 예쁘게 찍어주셨는데 좀 이따 다시 오셔서는 환갑잔치 하시는게 너무 보기좋으시다며 제일 인기좋은 와인까지 선물로 주셨어요 박성규 호텔리어님 정말 감사했습니다  덕분에 잊지못할 추억을 만들어주셨어요 다음에 또 오고싶어요 감사합니다,2019-12-01,-2.8943748474121094,3.4721946716308594,0.16732532,0.00820326,0.0089126,0.00869367,0.50960225,0.00680089,0.01594912,0.00671461,0.05849265,0.20930566,-0.4843021913482062,-0.02374331923583739,-0.02579640423914853,-0.025162739555820934,-1.4749799307312514,-0.019684318126929057,-0.04616274470523507,-0.019434595359085094,-0.16929965302726657,-0.6058090346468248,0.5809860771012154,0.028483327448487472,0.030946280999675224,0.03018611438234231,1.7694382124784624,0.02361400582793216,0.05537846500313748,0.0233144295430332,0.2030978653908022,0.7267499937015032
31,hbjwlee,50,콘래드 서울은 시설 및 서비스가 매우 우수합니다 모든 직원들이 친절하고 고객에게 최고의 서비스를 제공하려고 노력합니다 특히 라운지 직원분들의 서비스 역량은 매우 우수하며 고객에 대한 세심한 배려와 환대가 기억에 많이 남습니다 김경훈지배인님 이하 모든 라운지 직원분들 좋은 추억을 만들어주셔서 감사합니다,2019-12-01,-2.930938243865967,3.452321767807007,0.02591936,0.01169012,0.01270097,0.01238898,0.08862598,0.00969166,0.02272842,0.22209759,0.01251245,0.5816445,-0.07596805198799217,-0.03426302859583874,-0.03722575135251205,-0.036311338061363774,-0.2597572812273583,-0.028405646879093194,-0.06661560318714077,-0.6509543220594409,-0.036673210352488717,-1.7047640374592277,0.08948198075647795,0.04035806612437698,0.04384782654025976,0.04277074860577579,0.3059654082457648,0.033458716932903476,0.07846582828548909,0.7667523464873902,0.04319699422539314,2.0080238837554276
32,Ji Min K,50,저는 지난 5월 제 생일에 콘래드에서 예비 신랑에게 프로포즈를 받았습니다 덕분에 평생 잊지 못할 추억이 되었고 너무나 행복한 시간을 보냈습니다 저의 예비 신랑에게도 감동받았지만 체크 아웃할때 라운지의 한 직원분께서 저희 기념일이라고 콘래드베어도 챙겨주시고 사진도 직접 찍어주시면서 액자에 넣어서 선물로 주셨습니다 그래서 더 좋았던 기억으로 남았습니다 마포대교를 건널때 예비신랑이 콘래드 참 좋았는데 혼잣말로 하길래 콘래드에서 예비신랑 생일 및 답프로포즈를 하고 싶어서 이번에 콘래드에 묵게 되었습니다 라운지에 근무하시는 총지배인님께서 리버뷰 객실 업그레이드도 해주시고 골드회원 혜택으로 제스트 조식도 제공해주셨습니다이번에도 행복하고 좋은 추억을 만들어주신 콘래드 지배인님 직원분성함은 알고 있지만 개인정보 때문에 다시한번 진심으로 감사드립니다,2019-11-01,-1.5908271074295044,2.283925771713257,0.01256608,0.00566754,0.00615761,0.00600636,0.18034996,0.00469866,0.01101907,0.00463905,0.04041191,0.7284838,-0.019990468610128764,-0.009016078876168676,-0.009795699730763552,-0.009555078168550779,-0.28690560666047027,-0.007474750127722807,-0.01752943626126824,-0.00737992277600602,-0.0642883649212278,-1.1588917701903512,0.028700005320547506,0.012944244417832595,0.014063533970832154,0.013718077330948986,0.4119059236799636,0.0107313826713753,0.025166739398479576,0.010595240515236637,0.09229780708360558,1.6638029162332657
33,woohaegyung,20,힐튼 계열의 호텔이라 믿고 갔으나 돌아온건 실망뿐  첫번째 ifc몰로 인해 주차로 불편을 겪음 주차장 동선을 제대로 알려주지 않는다 호텔 고객만의 주차가 제대로 안되어있음 서울 시내에서 주차한다는게 힘들다는 것을 감안해서 참음 두번째 외국인이 대체로 많음 해외 경험이 많아 낯설지는 않지만 뭔가 한국인과의 차별을 두는 호텔같음 세번째 직원이 대체적으로 친절하지도 않고 서비스 속도가 느린편 직원이 없는건지 게으른건지 알 수 없음 교육이 잘되어있지 않아 전문적인 태도는 있으나 제대로 된 정보를 알고있지않음 질문에 다 검색해보는 상황 네번째 37층 그릴앤바 직원들은 원래 그렇게 그릇을 던지나 소리 탁탁나게 놓는데 일반 음식점보다 못한 알바같음 직원인지 알반지 이름을 볼걸  시설은 대체적으로 4차산업시대를 따라가는 시스템 대체적으로 그냥 좋은 시설 투숙하기에는 불편함,2019-11-01,1.9767876863479614,-2.562431812286377,0.00912038,0.00411346,0.00446916,0.00435937,0.03118528,0.07819389,0.05785332,0.02829487,0.30353734,0.47887293,0.018029055878909572,0.00813144528109594,0.00883457123250142,0.008617558334142017,0.06164668591437028,0.15457271508088688,0.11436372812106033,0.05593294448390007,0.600028874026858,0.9466301015506424,-0.023370353148524536,-0.010540471398140072,-0.011451905801727502,-0.011170600551662968,-0.07991016445516408,-0.20036650631231367,-0.14824518441354329,-0.07250366708079792,-0.7777937335988412,-1.2270792171730847
34,jinleee,50,코너뷰 스위트에서 묵었는데 옆 건물이 보여서 욕조에선 블라인드를 내리고 쓰긴 했지만 뷰와 시설이 엄청 좋았네요 다만 근처 편의점들은 좀 일찍 닫으니 미리 사두세요,2019-11-01,0.8432611227035522,-0.5619408488273621,0.04508168,0.02033269,0.3917434,0.02154822,0.03093011,0.01685675,0.4091842,0.0166429,0.02176296,0.02591706,0.03801562705964079,0.017145767273876178,0.33034197234069396,0.018170775367397418,0.026082158712273262,0.01421464075861989,0.34504911747085387,0.014034309123335476,0.018351860936876907,0.021854848109793545,-0.025333236839034212,-0.01142576926206229,-0.22013661408376528,-0.012108824489702297,-0.017380891886767724,-0.009472495622785848,-0.22993730973515802,-0.009352324409535484,-0.012229498117222848,-0.014563854027132561
35,pk516,50,한국을 방문할 때마다 남산에 있는 그랜드 하얏에 숙박하는 것을 선호했습니다 이유는 시내와 가까워서 선택한 것이지만 이번에는 아내와 함께 처음으로 여의도에 있는 콘래드 서울에 숙박을 했습니다 지하철로 서울 시내가 그리 멀지 않아서 좋았습니다 호델 전반적으로 깨끗하고 직원들 모두가 친절했으며 특히 객실팀 지배인 되시는 Nickie Lee께서 너무나 좋은 응대를 해주셔서 저와 아내에게 잊지 못할 추억으로 남을 것입니다 다음에 방문하게 되면 콘래드 서울에서 숙박할 것입니다 더불어 모든 직원분들에게 감사를 드립니다,2019-11-01,-2.6665689945220947,3.235225200653076,0.03019799,0.0961572,0.01479758,0.01443409,0.10325589,0.0112915,0.27409232,0.01114826,0.01457794,0.4300472,-0.08052503161960445,-0.2564098098119434,-0.03945875674719623,-0.038489491582379465,-0.27533895560191546,-0.030109574217931367,-0.7308860731556308,-0.029727594458506035,-0.03887307067452528,-1.146750567116257,0.09769730770675977,0.3110901987169221,0.047873490045528655,0.04669752531565585,0.33405605844616915,0.03653055799077265,0.8867503700586781,0.03606711956245112,0.047162904140618966,1.3912995843044484
36,Hyesoo1004,50,막 돌이 지난 아기가 있었는데 아기 텐트 침대 가드 아기 욕조 등 필요한 것들을 요청할 수가 있어서 매우 편하게 지낼 수 있었습니다,2019-11-01,-2.8658249378204346,3.318305730819702,0.0361685,0.01631268,0.6108589,0.01728788,0.22252676,0.01352397,0.03171578,0.0133524,0.01746017,0.02079295,-0.10365258082590767,-0.04674927239542592,-1.750614718505858,-0.04954403281037534,-0.6377227350144139,-0.03875732724010006,-0.09089187466958748,-0.03826563734789823,-0.050037777838320974,-0.05958894914445745,0.12001813105529369,0.054130444764492136,2.0270166457876257,0.05736646570171233,0.7384118193492171,0.04487666339797092,0.10524265617927853,0.04430734132754455,0.057938167390176876,0.06899735878143387
37,keeyoung01,50,라운지 엑세스가 가능한 이그제큐티브룸 이용했습니다 이브닝칵테일도 잘 이용하고 애프터눈티세트도 맛있었습니다 즐거운 가족 여행이었어요,2019-11-01,-2.976351499557495,3.4355475902557373,0.04508168,0.02033269,0.02209086,0.02154822,0.03093011,0.01685675,0.03953166,0.755948,0.02176296,0.02591706,-0.13417892223327055,-0.060517233348851285,-0.06575015788396898,-0.06413507400825402,-0.0920588772622235,-0.05017160900522466,-0.1176601135414197,-2.2499669845397676,-0.06477422870394367,-0.07713827685502439,0.15488025289021135,0.06985392526101197,0.07589419344818227,0.07402993194610552,0.1062618625477878,0.05791216206915717,0.13581289696681953,2.5970953541743285,0.07476769641206449,0.08903928894324453
38,Ideal_yun,50,힐튼과 메리어트 하얏트 중 어느 티어를 올려볼까 떠난 호캉스 클럽룸을 예약했고 결과적으로 업그레이드 받았다  콘래드의 엄청난 지리적 장점과 깔끔한 룸컨디션 모던한 수영장과 최고의 어메니티 시설 모든것이 다 잘 갖춰져있지만 이 호텔의 메리트는 대한민국 최고의 호텔리어들을 만날 수 있고 또 그들의 서비스를 제공받을 수 있다는 점이다 너무 행복했고 감사한다 곧 또 보자 ,2019-11-01,-2.7917892932891846,3.305910348892212,0.3950098,0.01023935,0.01112475,0.07290266,0.01557611,0.0084889,0.14401013,0.07043239,0.01095962,0.2612563,-1.1027840909937723,-0.02858611200184047,-0.031057954413427957,-0.20352887832116195,-0.04348522554749312,-0.023699220210444905,-0.40204592954121665,-0.19663238474367795,-0.030596959214940878,-0.7293725617017159,1.3058669390893627,0.03385037822468906,0.03677742197721745,0.24100967317187028,0.051493233213169454,0.0280635424538358,0.4760845678415677,0.23284315804708022,0.03623153235684695,0.8636899302263927
39,Sera Kim,50,국제회의 기획사입니다 서울에 거의 모든 5성급 호텔에서 행사를 진행했습니다 11월에 콘래드 파크볼룸에서 100명 규모의 국제컨퍼런스를 진행했습니다  연회파트를 담당하신 김정은 지배인님 숙박을 담당하신 김우라 지배인님 현장에서 여러모로 신경을 써주신 진재희 지배인님 백정우 지배인님 덕분에 행사가 너무나도 순조롭고 완벽하게 진행이 가능했습니다  서울에 대부분의 5성급 호텔이 상향평준화가 되어있지만 위에 지배인님들은 정말 성심성의껏 진행을 도와주셨습니다  만약 국제회의미팅연회에 콘래드를 선택하신다면 후회하지 않으실 것 같습니다,2019-11-01,-1.8272861242294312,2.4935967922210693,0.01104825,0.00498297,0.00541384,0.00528086,0.0075801,0.00413111,0.00968809,0.0040787,0.09592488,0.8518712,-0.020188305230948278,-0.009105307178984112,-0.009892643327921224,-0.009649640927885283,-0.01385100321131244,-0.007548724087866443,-0.017702916804848146,-0.0074529582497352975,-0.17528219603497863,-1.556612409604334,0.02754986889943223,0.01242551151275062,0.013499945816911496,0.013168333817456745,0.018901701664996495,0.010301328249183506,0.024158196120567244,0.010170641881240505,0.23919796465953347,2.1242232728920527
40,팰리세이드101,50,모든 직원들의 친절함이 상상을 초월 배려심과 섬김의 모습이 몸에 베어 있다 가족도 이렇게까진 못할거 같음 특히 Front Desk Aria Lee님과 Manager Julia Son님 그리고 컨시어지에 Emma Son 님 때문에 머무는 동안 더 행복했고 기쁨이 두배 꼭 다시 오고 싶은 호텔,2019-11-01,-2.781733989715576,3.3609561920166016,0.05141718,0.02319012,0.02519537,0.02457647,0.3163443,0.01922569,0.04508719,0.01898179,0.02482139,0.45116046,-0.14302890524534284,-0.06450874050214495,-0.07008681571308539,-0.06836520265793666,-0.8799856666486079,-0.0534807567781268,-0.1254205750646502,-0.05280228053897584,-0.06904651311376497,-1.2550083883742076,0.17281087497904224,0.07794097193745131,0.08468053312089197,0.08260043988431676,1.0632193035506248,0.0646167035783165,0.15153607783069134,0.06379695268713093,0.0834236151425074,1.5163305440181034
